date,account,category,amount,currency,converted amount,currency,description
16/05/2023,Tarjeta crédito rappi,Taxi,"-18,620",COP,"-18,620",COP,Uber de CC florida a casa leidy y mi casa
16/05/2023,Rappi cuenta,To 'Tarjeta crédito rappi',"-9,250",COP,"-9,250",COP,Uber de casa a casa leidy
16/05/2023,Rappi cuenta,To 'Tarjeta crédito rappi',"-11,790",COP,"-11,790",COP,Uber de casa leidy a CC Florida
16/05/2023,Rappi cuenta,To 'Tarjeta crédito rappi',"-39,900",COP,"-39,900",COP,Chaqueta leidy
16/05/2023,Rappi cuenta,To 'Tarjeta crédito rappi',"-136,137",COP,"-136,137",COP,Il forno CC florida
16/05/2023,Rappi cuenta,To 'Tarjeta crédito rappi',"-18,620",COP,"-18,620",COP,Uber de CC florida a casa leidy y mi casa
16/05/2023,Tarjeta crédito rappi,From 'Rappi cuenta',"9,250",COP,"9,250",COP,Uber de casa a casa leidy
16/05/2023,Tarjeta crédito rappi,From 'Rappi cuenta',"11,790",COP,"11,790",COP,Uber de casa leidy a CC Florida
16/05/2023,Tarjeta crédito rappi,From 'Rappi cuenta',"39,900",COP,"39,900",COP,Chaqueta leidy
16/05/2023,Tarjeta crédito rappi,From 'Rappi cuenta',"136,137",COP,"136,137",COP,Il forno CC florida
16/05/2023,Tarjeta crédito rappi,From 'Rappi cuenta',"18,620",COP,"18,620",COP,Uber de CC florida a casa leidy y mi casa
17/05/2023,Fiducuenta,Ahorros,"82,079.33",COP,"82,079.33",COP,Subió inversión
17/05/2023,Multinversion,Ahorros,"3,405.25",COP,"3,405.25",COP,Subió inversión
18/05/2023,Fiducuenta,Ahorros,"28,881.27",COP,"28,881.27",COP,Subió inversión
18/05/2023,Multinversion,Ahorros,"2,000.41",COP,"2,000.41",COP,Subió inversión
19/05/2023,Bancolombia,Casa,"-78,871",COP,"-78,871",COP,Cosas para la casa
19/05/2023,Tarjeta crédito rappi,Comida,"-25,440",COP,"-25,440",COP,Cervezas y gaseosa éxito
19/05/2023,Tarjeta crédito rappi,Restaurante,"-19,200",COP,"-19,200",COP,Hamburguesa para leidy
19/05/2023,Rappi cuenta,To 'Tarjeta crédito rappi',"-25,440",COP,"-25,440",COP,Cervezas y gaseosa éxito
19/05/2023,Rappi cuenta,To 'Tarjeta crédito rappi',"-19,200",COP,"-19,200",COP,Hamburguesa para leidy
19/05/2023,Tarjeta crédito rappi,From 'Rappi cuenta',"25,440",COP,"25,440",COP,Cervezas y gaseosa éxito
19/05/2023,Tarjeta crédito rappi,From 'Rappi cuenta',"19,200",COP,"19,200",COP,Hamburguesa para leidy
20/05/2023,Tarjeta crédito rappi,Taxi,"-15,860",COP,"-15,860",COP,Uber de casa a casa leidy y terminal del norte
20/05/2023,Tarjeta crédito rappi,Casa,"-80,370",COP,"-80,370",COP,Éxito san jerónimo
20/05/2023,Tarjeta crédito rappi,Viajes,"-351,050",COP,"-351,050",COP,Hotel Quimbaya san jerónimo
20/05/2023,Bancolombia,Tecnología y Plataformas digitales,"-46,800",COP,"-46,800",COP,Cable celular monica
20/05/2023,Rappi cuenta,To 'Tarjeta crédito rappi',"-15,860",COP,"-15,860",COP,Uber de casa a casa leidy y terminal del norte
20/05/2023,Rappi cuenta,To 'Tarjeta crédito rappi',"-80,370",COP,"-80,370",COP,Éxito san jerónimo
20/05/2023,Rappi cuenta,To 'Tarjeta crédito rappi',"-351,050",COP,"-351,050",COP,Hotel Quimbaya san jerónimo
20/05/2023,Tarjeta crédito rappi,From 'Rappi cuenta',"15,860",COP,"15,860",COP,Uber de casa a casa leidy y terminal del norte
20/05/2023,Tarjeta crédito rappi,From 'Rappi cuenta',"80,370",COP,"80,370",COP,Éxito san jerónimo
20/05/2023,Tarjeta crédito rappi,From 'Rappi cuenta',"351,050",COP,"351,050",COP,Hotel Quimbaya san jerónimo
21/05/2023,Tarjeta crédito rappi,Viajes,"-375,000",COP,"-375,000",COP,Hotel Quimbaya día de sol familia
21/05/2023,Tarjeta crédito rappi,Viajes,"-187,000",COP,"-187,000",COP,Consumos hotel quimbaya
21/05/2023,Bancolombia,Viajes,"-52,000",COP,"-52,000",COP,Consumos hotel quimbaya
21/05/2023,Bancolombia,Restaurante,"-52,500",COP,"-52,500",COP,Salchipapas picadas
21/05/2023,Tarjeta crédito rappi,Taxi,"-13,090",COP,"-13,090",COP,Uber de casa a casa leidy
21/05/2023,Bancolombia,Depósitos,"85,000",COP,"85,000",COP,Día de sol liz hotel quimbaya
21/05/2023,Rappi cuenta,To 'Tarjeta crédito rappi',"-375,000",COP,"-375,000",COP,Hotel Quimbaya día de sol familia
21/05/2023,Bancolombia,To 'Rappi cuenta',"-600,000",COP,"-600,000",COP,Traslado a rappi cuenta
21/05/2023,Rappi cuenta,To 'Tarjeta crédito rappi',"-187,000",COP,"-187,000",COP,Consumos hotel quimbaya
21/05/2023,Rappi cuenta,To 'Tarjeta crédito rappi',"-13,090",COP,"-13,090",COP,Uber de casa a casa leidy
21/05/2023,Tarjeta crédito rappi,From 'Rappi cuenta',"375,000",COP,"375,000",COP,Hotel Quimbaya día de sol familia
21/05/2023,Rappi cuenta,From 'Bancolombia',"600,000",COP,"600,000",COP,Traslado a rappi cuenta
21/05/2023,Tarjeta crédito rappi,From 'Rappi cuenta',"187,000",COP,"187,000",COP,Consumos hotel quimbaya
21/05/2023,Tarjeta crédito rappi,From 'Rappi cuenta',"13,090",COP,"13,090",COP,Uber de casa a casa leidy
23/05/2023,Fiducuenta,Ahorros,"181,035.05",COP,"181,035.05",COP,Subió inversión
23/05/2023,Multinversion,Ahorros,"11,739.98",COP,"11,739.98",COP,Subió inversión
23/05/2023,Rappi cuenta,Facturas,"-5,770.35",COP,"-5,770.35",COP,Ajuste rappi cuenta
23/05/2023,Efectivo,Facturas,"-25,000",COP,"-25,000",COP,Ajuste efectivo
23/05/2023,Bancolombia,To 'Rappi cuenta',"-300,000",COP,"-300,000",COP,Ajuste rappi cuenta
23/05/2023,Rappi cuenta,To 'Bancolombia',"-7,642.96",COP,"-7,642.96",COP,Ajuste cuenta ahorros
23/05/2023,Bancolombia,To 'Nequi',"-50,000",COP,"-50,000",COP,Traslado a nequi disponible
23/05/2023,Rappi cuenta,From 'Bancolombia',"300,000",COP,"300,000",COP,Ajuste rappi cuenta
23/05/2023,Bancolombia,From 'Rappi cuenta',"7,642.96",COP,"7,642.96",COP,Ajuste cuenta ahorros
23/05/2023,Nequi,From 'Bancolombia',"50,000",COP,"50,000",COP,Traslado a nequi disponible
24/05/2023,Nequi,Taxi,"-75,000",COP,"-75,000",COP,Viaje monica dorado a apartamento
25/05/2023,Fiducuenta,Ahorros,"65,614.47",COP,"65,614.47",COP,Subió inversión
25/05/2023,Multinversion,Ahorros,"2,689.9",COP,"2,689.9",COP,Subió inversión
25/05/2023,Tarjeta crédito rappi,Comida,"-21,900",COP,"-21,900",COP,Alpilitro de melocotón
25/05/2023,Rappi cuenta,To 'Tarjeta crédito rappi',"-21,900",COP,"-21,900",COP,Alpilitro de melocotón
25/05/2023,Tarjeta crédito rappi,From 'Rappi cuenta',"21,900",COP,"21,900",COP,Alpilitro de melocotón
26/05/2023,Fiducuenta,Ahorros,"35,830.79",COP,"35,830.79",COP,Subió inversión
26/05/2023,Multinversion,Ahorros,"1,758.81",COP,"1,758.81",COP,Subió inversión
26/05/2023,Tarjeta crédito rappi,Restaurante,"-41,300",COP,"-41,300",COP,Almuerzo con uruit lavocaderia
26/05/2023,Tarjeta crédito rappi,Cine,"-39,600",COP,"-39,600",COP,Boletas rápido y furioso 10 cinecolombia viva envigado
26/05/2023,Tarjeta crédito rappi,Comida,"-13,000",COP,"-13,000",COP,Mcflurry de oblea viva envigado
26/05/2023,Tarjeta crédito rappi,Restaurante,"-61,800",COP,"-61,800",COP,Hamburguesa corral viva envigado
26/05/2023,Tarjeta crédito rappi,Cine,"-30,300",COP,"-30,300",COP,Crispetas y gaseosa cinecolombia viva envigado
26/05/2023,Tarjeta crédito rappi,Cine,"-28,800",COP,"-28,800",COP,Boletas spiderman across spiderverse procinal fabricato
26/05/2023,Tarjeta crédito rappi,Taxi,"-30,434",COP,"-30,434",COP,Didi de viva envigado a casa leidy y mi casa
26/05/2023,Rappi cuenta,To 'Tarjeta crédito rappi',"-41,300",COP,"-41,300",COP,Almuerzo con uruit lavocaderia
26/05/2023,Rappi cuenta,To 'Tarjeta crédito rappi',"-39,600",COP,"-39,600",COP,Boletas rápido y furioso 10 cinecolombia viva envigado
26/05/2023,Rappi cuenta,To 'Tarjeta crédito rappi',"-13,000",COP,"-13,000",COP,Mcflurry de oblea viva envigado
26/05/2023,Rappi cuenta,To 'Tarjeta crédito rappi',"-61,800",COP,"-61,800",COP,Hamburguesas el corral viva envigado
26/05/2023,Rappi cuenta,To 'Tarjeta crédito rappi',"-30,300",COP,"-30,300",COP,Crispetas y gaseosa cinecolombia viva envigado
26/05/2023,Rappi cuenta,To 'Tarjeta crédito rappi',"-28,800",COP,"-28,800",COP,Boletas spiderman across spiderverse procinal fabricato
26/05/2023,Rappi cuenta,To 'Tarjeta crédito rappi',"-30,434",COP,"-30,434",COP,Didi de viva envigado a casa leidy y mi casa
26/05/2023,Tarjeta crédito rappi,From 'Rappi cuenta',"41,300",COP,"41,300",COP,Almuerzo con uruit lavocaderia
26/05/2023,Tarjeta crédito rappi,From 'Rappi cuenta',"39,600",COP,"39,600",COP,Boletas rápido y furioso 10 cinecolombia viva envigado
26/05/2023,Tarjeta crédito rappi,From 'Rappi cuenta',"13,000",COP,"13,000",COP,Mcflurry de oblea viva envigado
26/05/2023,Tarjeta crédito rappi,From 'Rappi cuenta',"61,800",COP,"61,800",COP,Hamburguesas el corral viva envigado
26/05/2023,Tarjeta crédito rappi,From 'Rappi cuenta',"30,300",COP,"30,300",COP,Crispetas y gaseosa cinecolombia viva envigado
26/05/2023,Tarjeta crédito rappi,From 'Rappi cuenta',"28,800",COP,"28,800",COP,Boletas spiderman across spiderverse procinal fabricato
26/05/2023,Tarjeta crédito rappi,From 'Rappi cuenta',"30,434",COP,"30,434",COP,Didi de viva envigado a casa leidy y mi casa
27/05/2023,Tarjeta crédito rappi,Restaurante,"-17,200",COP,"-17,200",COP,Hamburguesa angus burger cabañas
27/05/2023,Tarjeta crédito rappi,Restaurante,"-18,000",COP,"-18,000",COP,Hamburguesa angus burger cabañas
27/05/2023,Tarjeta crédito rappi,Restaurante,"-18,200",COP,"-18,200",COP,KFC fabricato
27/05/2023,Rappi cuenta,To 'Tarjeta crédito rappi',"-17,200",COP,"-17,200",COP,Angus burger cabañas
27/05/2023,Rappi cuenta,To 'Tarjeta crédito rappi',"-18,000",COP,"-18,000",COP,Hamburguesa angus burger cabañas
27/05/2023,Rappi cuenta,To 'Tarjeta crédito rappi',"-18,200",COP,"-18,200",COP,KFC fabricato
27/05/2023,Tarjeta crédito rappi,From 'Rappi cuenta',"17,200",COP,"17,200",COP,Angus burger cabañas
27/05/2023,Tarjeta crédito rappi,From 'Rappi cuenta',"18,000",COP,"18,000",COP,Hamburguesa angus burger cabañas
27/05/2023,Tarjeta crédito rappi,From 'Rappi cuenta',"18,200",COP,"18,200",COP,KFC fabricato
28/05/2023,Bancolombia,Transporte,"-15,100",COP,"-15,100",COP,Recarga cívica
28/05/2023,Efectivo,Regalos,"-53,000",COP,"-53,000",COP,San Antonio de prado con leidy
28/05/2023,Tarjeta crédito rappi,Taxi,"-25,770",COP,"-25,770",COP,Uber de terminal del norte a casa leidy y mi casa
28/05/2023,Rappi cuenta,To 'Tarjeta crédito rappi',"-25,770",COP,"-25,770",COP,Uber de terminal del norte a casa leidy y mi casa
28/05/2023,Tarjeta crédito rappi,From 'Rappi cuenta',"25,770",COP,"25,770",COP,Uber de terminal del norte a casa leidy y mi casa
29/05/2023,Fiducuenta,Ahorros,"104,995.77",COP,"104,995.77",COP,Subió inversión
29/05/2023,Multinversion,Facturas,-562.82,COP,-562.82,COP,Bajó inversión
29/05/2023,Bancolombia,Casa,"-983,873",COP,"-983,873",COP,Mercado OR
29/05/2023,Tarjeta crédito rappi,Taxi,"-7,150",COP,"-7,150",COP,Uber de casa tía gladys a mi casa
29/05/2023,Rappi cuenta,To 'Tarjeta crédito rappi',"-7,150",COP,"-7,150",COP,Uber de tía gladys a mi casa
29/05/2023,Tarjeta crédito rappi,From 'Rappi cuenta',"7,150",COP,"7,150",COP,Uber de tía gladys a mi casa
30/05/2023,Tarjeta crédito rappi,Comunicaciones,"-31,949.98",COP,"-31,949.98",COP,Pago claro datos
30/05/2023,Tarjeta crédito rappi,Comunicaciones,"-35,899.98",COP,"-35,899.98",COP,Pago claro datos mamá
30/05/2023,Bancolombia,Salario,"6,658,167",COP,"6,658,167",COP,Pago nomina uruit
30/05/2023,Fiducuenta,Ahorros,"45,412.09",COP,"45,412.09",COP,Subió inversión
30/05/2023,Multinversion,Ahorros,"8,651.78",COP,"8,651.78",COP,Subió inversión
30/05/2023,Bancolombia,Depósitos,"120,000",COP,"120,000",COP,Abono leidy tiquetes y comida
30/05/2023,Rappi cuenta,To 'Tarjeta crédito rappi',"-31,949.98",COP,"-31,949.98",COP,Pago claro datos
30/05/2023,Rappi cuenta,To 'Tarjeta crédito rappi',"-35,899.98",COP,"-35,899.98",COP,Pago claro datos mamá
30/05/2023,Bancolombia,To 'Fiducuenta',"-1,200,000",COP,"-1,200,000",COP,Traslado a fiducuenta
30/05/2023,Bancolombia,To 'Rappi cuenta',"-1,560,000",COP,"-1,560,000",COP,Traslado a rappi cuenta
30/05/2023,Tarjeta crédito rappi,From 'Rappi cuenta',"31,949.98",COP,"31,949.98",COP,Pago claro datos
30/05/2023,Tarjeta crédito rappi,From 'Rappi cuenta',"35,899.98",COP,"35,899.98",COP,Pago claro datos mamá
30/05/2023,Fiducuenta,From 'Bancolombia',"1,200,000",COP,"1,200,000",COP,Traslado a fiducuenta
30/05/2023,Rappi cuenta,From 'Bancolombia',"1,560,000",COP,"1,560,000",COP,Traslado a rappi cuenta
31/05/2023,Fiducuenta,Ahorros,"36,185.79",COP,"36,185.79",COP,Subió inversión
31/05/2023,Multinversion,Ahorros,"1,979.95",COP,"1,979.95",COP,Subió inversión
01/06/2023,Bancolombia,Casa,"-550,000",COP,"-550,000",COP,Pago arriendo monica
01/06/2023,Tarjeta crédito rappi,Salud,"-53,500",COP,"-53,500",COP,Pago emi
01/06/2023,Fiducuenta,Ahorros,"33,820.03",COP,"33,820.03",COP,Subió inversión
01/06/2023,Multinversion,Ahorros,675.03,COP,675.03,COP,Subió inversión
01/06/2023,Tarjeta crédito rappi,Cine,"-75,300",COP,"-75,300",COP,Comida procinal fabricato película spiderman
01/06/2023,Tarjeta crédito rappi,Taxi,"-8,833",COP,"-8,833",COP,Didi de fabricato a casa leidy
01/06/2023,Tarjeta crédito rappi,Taxi,"-6,060",COP,"-6,060",COP,Uber de fabricato a casa
01/06/2023,Rappi cuenta,To 'Tarjeta crédito rappi',"-53,500",COP,"-53,500",COP,Pago emi
01/06/2023,Rappi cuenta,To 'Tarjeta crédito rappi',"-75,300",COP,"-75,300",COP,Comida procinal fabricato película spiderman
01/06/2023,Rappi cuenta,To 'Tarjeta crédito rappi',"-8,833",COP,"-8,833",COP,Didi de fabricato a casa leidy
01/06/2023,Rappi cuenta,To 'Tarjeta crédito rappi',"-6,060",COP,"-6,060",COP,Uber de fabricato a casa
01/06/2023,Tarjeta crédito rappi,From 'Rappi cuenta',"53,500",COP,"53,500",COP,Pago emi
01/06/2023,Tarjeta crédito rappi,From 'Rappi cuenta',"75,300",COP,"75,300",COP,Comida procinal fabricato película spiderman
01/06/2023,Tarjeta crédito rappi,From 'Rappi cuenta',"8,833",COP,"8,833",COP,Didi de fabricato a casa leidy
01/06/2023,Tarjeta crédito rappi,From 'Rappi cuenta',"6,060",COP,"6,060",COP,Uber de fabricato a casa
02/06/2023,Fiducuenta,Ahorros,"36,997.41",COP,"36,997.41",COP,Subió inversión
02/06/2023,Multinversion,Ahorros,"1,817.86",COP,"1,817.86",COP,Subió inversión
02/06/2023,Bancolombia,To 'Nequi',"-100,000",COP,"-100,000",COP,Transferencia a nequi disponible
02/06/2023,Nequi,From 'Bancolombia',"100,000",COP,"100,000",COP,Transferencia a nequi disponible
04/06/2023,Bancolombia,Restaurante,"-25,600",COP,"-25,600",COP,Salchipapas especiales
04/06/2023,Tarjeta crédito rappi,Taxi,"-13,300",COP,"-13,300",COP,Uber de casa a casa leidy
04/06/2023,Tarjeta crédito rappi,Casa,"-147,565",COP,"-147,565",COP,Pago claro hogar
04/06/2023,Rappi cuenta,To 'Tarjeta crédito rappi',"-13,300",COP,"-13,300",COP,Uber de casa a casa leidy
04/06/2023,Rappi cuenta,To 'Tarjeta crédito rappi',"-147,565",COP,"-147,565",COP,Pago claro hogar
04/06/2023,Tarjeta crédito rappi,From 'Rappi cuenta',"13,300",COP,"13,300",COP,Uber de casa a casa leidy
04/06/2023,Tarjeta crédito rappi,From 'Rappi cuenta',"147,565",COP,"147,565",COP,Pago claro hogar
05/06/2023,Fiducuenta,Ahorros,"123,693.16",COP,"123,693.16",COP,Subió inversión
05/06/2023,Multinversion,Ahorros,"1,682.57",COP,"1,682.57",COP,Subió inversión
05/06/2023,Multinversion,Salario,"170,000",COP,"170,000",COP,Aporte nomina uruit
05/06/2023,Bancolombia,Facturas,-273,COP,-273,COP,Ajuste cuenta ahorros
05/06/2023,Rappi cuenta,Facturas,"-87,479.39",COP,"-87,479.39",COP,Ajuste rappi cuenta
05/06/2023,Efectivo,Facturas,"-12,000",COP,"-12,000",COP,Ajuste efectivo
05/06/2023,Bancolombia,To 'Rappi cuenta',"-412,656.15",COP,"-412,656.15",COP,Traslado a rappi cuenta
05/06/2023,Nequi,To 'Efectivo',"-100,000",COP,"-100,000",COP,Traslado efectivo
05/06/2023,Rappi cuenta,From 'Bancolombia',"412,656.15",COP,"412,656.15",COP,Traslado a rappi cuenta
05/06/2023,Efectivo,From 'Nequi',"100,000",COP,"100,000",COP,Traslado efectivo
06/06/2023,Fiducuenta,Ahorros,"46,282.55",COP,"46,282.55",COP,Subió inversión
06/06/2023,Multinversion,Ahorros,"7,755.25",COP,"7,755.25",COP,Subió inversión
06/06/2023,Bancolombia,Casa,"-281,132",COP,"-281,132",COP,Factura epm
07/06/2023,Fiducuenta,Ahorros,"30,178.95",COP,"30,178.95",COP,Subió inversión
07/06/2023,Multinversion,Ahorros,"1,305.36",COP,"1,305.36",COP,Subió inversión
08/06/2023,Fiducuenta,Ahorros,"46,157.25",COP,"46,157.25",COP,Subió inversión
08/06/2023,Multinversion,Ahorros,"2,913.68",COP,"2,913.68",COP,Subió inversión
09/06/2023,Fiducuenta,Ahorros,"59,815.73",COP,"59,815.73",COP,Subió inversión
09/06/2023,Multinversion,Ahorros,"2,491.46",COP,"2,491.46",COP,Subió inversión
09/06/2023,Tarjeta crédito rappi,Taxi,"-5,492",COP,"-5,492",COP,Didi de casa a casa tías
09/06/2023,Tarjeta crédito rappi,Restaurante,"-18,250",COP,"-18,250",COP,Hamburguesa de pollo KFC
09/06/2023,Tarjeta crédito rappi,Taxi,"-5,660",COP,"-5,660",COP,Didi de casa tías a casa
09/06/2023,Rappi cuenta,To 'Tarjeta crédito rappi',"-5,492",COP,"-5,492",COP,Didi de casa a casa tías
09/06/2023,Rappi cuenta,To 'Tarjeta crédito rappi',"-18,250",COP,"-18,250",COP,Hamburguesa de pollo KFC
09/06/2023,Rappi cuenta,To 'Tarjeta crédito rappi',"-5,660",COP,"-5,660",COP,Didi de casa tías a casa
09/06/2023,Tarjeta crédito rappi,From 'Rappi cuenta',"5,492",COP,"5,492",COP,Didi de casa a casa tías
09/06/2023,Tarjeta crédito rappi,From 'Rappi cuenta',"18,250",COP,"18,250",COP,Hamburguesa de pollo KFC
09/06/2023,Tarjeta crédito rappi,From 'Rappi cuenta',"5,660",COP,"5,660",COP,Didi de casa tías a casa
10/06/2023,Tarjeta crédito rappi,Tecnología y Plataformas digitales,"-26,000",COP,"-26,000",COP,Disney+
10/06/2023,Tarjeta crédito rappi,Comida,"-19,100",COP,"-19,100",COP,Huevos doble a éxito
10/06/2023,Tarjeta crédito rappi,Restaurante,"-204,710",COP,"-204,710",COP,Restaurante bisonte
10/06/2023,Rappi cuenta,To 'Tarjeta crédito rappi',"-26,000",COP,"-26,000",COP,Disney+
10/06/2023,Rappi cuenta,To 'Tarjeta crédito rappi',"-19,100",COP,"-19,100",COP,Huevos doble a éxito
10/06/2023,Rappi cuenta,To 'Tarjeta crédito rappi',"-204,710",COP,"-204,710",COP,Restaurante bisonte
10/06/2023,Tarjeta crédito rappi,From 'Rappi cuenta',"26,000",COP,"26,000",COP,Disney+
10/06/2023,Tarjeta crédito rappi,From 'Rappi cuenta',"19,100",COP,"19,100",COP,Huevos doble a éxito
10/06/2023,Tarjeta crédito rappi,From 'Rappi cuenta',"204,710",COP,"204,710",COP,Restaurante bisonte
11/06/2023,Tarjeta crédito rappi,Taxi,"-7,379",COP,"-7,379",COP,Didi de estación floresta a mall Laureles
11/06/2023,Tarjeta crédito rappi,Entretenimiento,"-39,600",COP,"-39,600",COP,Cervezas laureles
11/06/2023,Tarjeta crédito rappi,Taxi,"-24,782",COP,"-24,782",COP,Didi de laureles a casa leidy y mi casa
11/06/2023,Tarjeta crédito rappi,Restaurante,"-18,000",COP,"-18,000",COP,Hamburguesa angus burger cabañas
11/06/2023,Rappi cuenta,To 'Tarjeta crédito rappi',"-7,379",COP,"-7,379",COP,Didi de estación floresta a mall laureles
11/06/2023,Rappi cuenta,To 'Tarjeta crédito rappi',"-39,600",COP,"-39,600",COP,Cervezas laureles
11/06/2023,Rappi cuenta,To 'Tarjeta crédito rappi',"-24,782",COP,"-24,782",COP,Didi de laureles a casa leidy y mi casa
11/06/2023,Rappi cuenta,To 'Tarjeta crédito rappi',"-18,000",COP,"-18,000",COP,Hamburguesa angus burger cabañas
11/06/2023,Tarjeta crédito rappi,From 'Rappi cuenta',"7,379",COP,"7,379",COP,Didi de estación floresta a mall laureles
11/06/2023,Tarjeta crédito rappi,From 'Rappi cuenta',"39,600",COP,"39,600",COP,Cervezas laureles
11/06/2023,Tarjeta crédito rappi,From 'Rappi cuenta',"24,782",COP,"24,782",COP,Didi de laureles a casa leidy y mi casa
11/06/2023,Tarjeta crédito rappi,From 'Rappi cuenta',"18,000",COP,"18,000",COP,Hamburguesa angus burger cabañas
12/06/2023,Tarjeta crédito rappi,Tecnología y Plataformas digitales,"-26,900",COP,"-26,900",COP,Netflix
12/06/2023,Rappi cuenta,To 'Tarjeta crédito rappi',"-26,900",COP,"-26,900",COP,Netflix
12/06/2023,Tarjeta crédito rappi,From 'Rappi cuenta',"26,900",COP,"26,900",COP,Netflix
13/06/2023,Tarjeta crédito rappi,Taxi,"-9,240",COP,"-9,240",COP,Uber de casa leidy a CC Florida
13/06/2023,Fiducuenta,Ahorros,"191,378.83",COP,"191,378.83",COP,Subió inversión
13/06/2023,Multinversion,Ahorros,"11,812.6",COP,"11,812.6",COP,Subió inversión
13/06/2023,Tarjeta crédito rappi,Tecnología y Plataformas digitales,-120,COP,-120,COP,Spotify
13/06/2023,Rappi cuenta,To 'Tarjeta crédito rappi',"-9,240",COP,"-9,240",COP,Uber de casa leidy a CC Florida
13/06/2023,Rappi cuenta,To 'Tarjeta crédito rappi',-120,COP,-120,COP,Spotify
13/06/2023,Tarjeta crédito rappi,From 'Rappi cuenta',"9,240",COP,"9,240",COP,Uber de casa leidy a CC Florida
13/06/2023,Tarjeta crédito rappi,From 'Rappi cuenta',120,COP,120,COP,Spotify
14/06/2023,Tarjeta crédito rappi,Tecnología y Plataformas digitales,"-16,900",COP,"-16,900",COP,Rappi Prime
14/06/2023,Fiducuenta,Ahorros,"53,911.98",COP,"53,911.98",COP,Subió inversión
14/06/2023,Multinversion,Ahorros,"2,126.28",COP,"2,126.28",COP,Subió inversión
14/06/2023,Tarjeta crédito rappi,Taxi,"-6,200",COP,"-6,200",COP,Didi de casa a puerta del norte
14/06/2023,Tarjeta crédito rappi,Tecnología y Plataformas digitales,"-19,900",COP,"-19,900",COP,Spotify
14/06/2023,Rappi cuenta,To 'Tarjeta crédito rappi',"-16,900",COP,"-16,900",COP,Rappi prime
