date,account,category,amount,currency,converted amount,currency,description
14/09/2024,Nu,Mascotas,"-50,000",COP,"-50,000",COP,Baño Sam domicilio
14/09/2024,Tarjeta crédito rappi,Restaurante,"-18,600",COP,"-18,600",COP,Almuerzo bandeja de pollo asado
14/09/2024,Tarjeta crédito rappi,Tecnología y Plataformas digitales,"-21,400",COP,"-21,400",COP,Spotify
14/09/2024,Tarjeta crédito rappi,Taxi,"-32,780",COP,"-32,780",COP,Uber de casa a casa leidy y CC viva envigado
14/09/2024,Tarjeta crédito rappi,Restaurante,"-76,044",COP,"-76,044",COP,La llamita CC viva envigado
14/09/2024,Tarjeta crédito rappi,Cosméticos y belleza,"-42,200",COP,"-42,200",COP,Shampoo mamá CC viva envigado
14/09/2024,Tarjeta crédito rappi,Cosméticos y belleza,"-22,000",COP,"-22,000",COP,Iluminador leidy CC viva envigado
14/09/2024,Tarjeta crédito rappi,Cosméticos y belleza,"-44,000",COP,"-44,000",COP,Bronzer leidy CC viva envigado
14/09/2024,Rappi cuenta,Casa,"-100,000",COP,"-100,000",COP,Retiro efectivo
14/09/2024,Tarjeta crédito rappi,Cosméticos y belleza,"-20,000",COP,"-20,000",COP,Shampoo para la cara trendy mamá CC viva envigado
14/09/2024,Tarjeta crédito rappi,Casa,"-142,960",COP,"-142,960",COP,"Gaseosa, desodorantes rexona, crema dental, shampoo jhonson theo y m&m éxito CC viva envigado"
14/09/2024,Tarjeta crédito rappi,Cosméticos y belleza,"-20,000",COP,"-20,000",COP,Shampoo para la cara trendy leidy CC viva envigado
14/09/2024,Tarjeta crédito rappi,Restaurante,"-21,000",COP,"-21,000",COP,Malteada y H2O el corral CC viva envigado
14/09/2024,Tarjeta crédito rappi,Taxi,"-28,770",COP,"-28,770",COP,Uber de CC viva envigado a casa leidy y mi casa
14/09/2024,Rappi cuenta,To 'Nu',"-50,000",COP,"-50,000",COP,Transferencia a nu
14/09/2024,Rappi cuenta,To 'Tarjeta crédito rappi',"-127,700",COP,"-127,700",COP,Pago tarjeta de crédito RappiCard
14/09/2024,Nu,From 'Rappi cuenta',"50,000",COP,"50,000",COP,Transferencia a nu
14/09/2024,Tarjeta crédito rappi,From 'Rappi cuenta',"127,700",COP,"127,700",COP,Pago tarjeta de crédito RappiCard
15/09/2024,Tarjeta crédito rappi,Taxi,"-16,140",COP,"-16,140",COP,Uber de casa a apartamento tía astrid
15/09/2024,Tarjeta crédito rappi,Restaurante,"-19,900",COP,"-19,900",COP,Hamburguesa burger king
15/09/2024,Tarjeta crédito rappi,Restaurante,"-20,775",COP,"-20,775",COP,Papas dkche
16/09/2024,Fiducuenta,Ahorros,"88,437.66",COP,"88,437.66",COP,Subió inversión
16/09/2024,Multinversion,Ahorros,"18,870.59",COP,"18,870.59",COP,Subió inversión
17/09/2024,Tarjeta crédito rappi,Taxi,"-16,300",COP,"-16,300",COP,Didi de casa a fiscalia
17/09/2024,Tarjeta crédito rappi,Taxi,"-10,600",COP,"-10,600",COP,Didi de fiscalia a mi casa
17/09/2024,Fiducuenta,Ahorros,"54,058.44",COP,"54,058.44",COP,Subió inversión
17/09/2024,Multinversion,Ahorros,"28,843.13",COP,"28,843.13",COP,Subió inversión
17/09/2024,Ualá,Comida,"-998,621",COP,"-998,621",COP,Mercado OR
17/09/2024,Rappi cuenta,To 'Ualá',"-998,621",COP,"-998,621",COP,Transferencia a ualá
17/09/2024,Ualá,From 'Rappi cuenta',"998,621",COP,"998,621",COP,Transferencia a ualá
18/09/2024,Fiducuenta,Ahorros,"30,678.48",COP,"30,678.48",COP,Subió inversión
18/09/2024,Multinversion,Ahorros,"9,338.94",COP,"9,338.94",COP,Subió inversión
18/09/2024,Bancolombia,Transporte,"-10,040",COP,"-10,040",COP,Recarga cívica
18/09/2024,Tarjeta crédito rappi,Ropa,"-170,800",COP,"-170,800",COP,Cosas para theo cuando salga del hospital
18/09/2024,Tarjeta crédito rappi,Comida,"-26,400",COP,"-26,400",COP,"Granizados, pastel y palito de queso"
18/09/2024,Ualá,Taxi,"-27,565",COP,"-27,565",COP,Taxi de éxito san antonio a casa leidy y mi casa
18/09/2024,Tarjeta crédito rappi,Comida,"-64,132",COP,"-64,132",COP,Mecato éxito san antonio
18/09/2024,Tarjeta crédito rappi,Tecnología y Plataformas digitales,"-34,900",COP,"-34,900",COP,Disney+
18/09/2024,Rappi cuenta,To 'Tarjeta crédito rappi',"-770,669",COP,"-770,669",COP,Pago tarjeta de crédito RappiCard
18/09/2024,Rappi cuenta,To 'Ualá',"-27,565",COP,"-27,565",COP,Transferencia a ualá
18/09/2024,Tarjeta crédito rappi,From 'Rappi cuenta',"770,669",COP,"770,669",COP,Pago tarjeta de crédito RappiCard
18/09/2024,Ualá,From 'Rappi cuenta',"27,565",COP,"27,565",COP,Transferencia a ualá
19/09/2024,Fiducuenta,Ahorros,"32,957.66",COP,"32,957.66",COP,Subió inversión
19/09/2024,Multinversion,Ahorros,"14,849.24",COP,"14,849.24",COP,Subió inversión
19/09/2024,Tarjeta crédito rappi,Facturas,-107.6,COP,-107.6,COP,Impuesto 4x1000
19/09/2024,Tarjeta crédito rappi,Taxi,"-8,400",COP,"-8,400",COP,Didi de casa a casa tía gladys
20/09/2024,Tarjeta crédito rappi,Tecnología y Plataformas digitales,"-18,900",COP,"-18,900",COP,Didi Club
20/09/2024,Ualá,Mascotas,"-58,000",COP,"-58,000",COP,Vacuna de la rabia para Sam
20/09/2024,Fiducuenta,Ahorros,"35,724.44",COP,"35,724.44",COP,Subió inversión
20/09/2024,Multinversion,Ahorros,"9,220.39",COP,"9,220.39",COP,Subió inversión
20/09/2024,Ualá,Comida,"-139,860",COP,"-139,860",COP,Carne mercado or
20/09/2024,Tarjeta crédito rappi,Restaurante,"-26,900",COP,"-26,900",COP,Sushi burrito sarku japan
20/09/2024,Nu,Depósitos,"9,000",COP,"9,000",COP,Aporte kristian de taxis a time house
20/09/2024,Rappi cuenta,To 'Ualá',"-58,000",COP,"-58,000",COP,Transferencia a ualá
20/09/2024,Rappi cuenta,To 'Ualá',"-139,860",COP,"-139,860",COP,Transferencia a ualá
20/09/2024,Ualá,From 'Rappi cuenta',"58,000",COP,"58,000",COP,Transferencia a ualá
20/09/2024,Ualá,From 'Rappi cuenta',"139,860",COP,"139,860",COP,Transferencia a ualá
21/09/2024,Tarjeta crédito rappi,Restaurante,"-10,990",COP,"-10,990",COP,Hamburguesa rappidogs
21/09/2024,Tarjeta crédito rappi,Restaurante,"-21,540",COP,"-21,540",COP,Hamburguesa burger grill mamá
21/09/2024,Bancolombia,Restaurante,"-22,088",COP,"-22,088",COP,Invitación a papas country para leidy
21/09/2024,Tarjeta crédito rappi,Restaurante,"-10,075",COP,"-10,075",COP,Salchipapas mandingas
22/09/2024,Tarjeta crédito rappi,Restaurante,"-40,109",COP,"-40,109",COP,Capuchinos star bucks CC fabricato
22/09/2024,Tarjeta crédito rappi,Comida,"-35,850",COP,"-35,850",COP,"Gaseosa, galletas y mecato éxito CC fabricato"
22/09/2024,Tarjeta crédito rappi,Restaurante,"-89,000",COP,"-89,000",COP,Sushi burritos sarku japan CC fabricato
22/09/2024,Tarjeta crédito rappi,Taxi,"-16,400",COP,"-16,400",COP,Didi de CC fabricato a casa leidy
22/09/2024,Tarjeta crédito rappi,Taxi,"-7,800",COP,"-7,800",COP,Uber de CC fabricato a mi casa
23/09/2024,Fiducuenta,Ahorros,"112,433.83",COP,"112,433.83",COP,Subió inversión
23/09/2024,Multinversion,Ahorros,"27,773.8",COP,"27,773.8",COP,Subió inversión
24/09/2024,Fiducuenta,Ahorros,"37,927.97",COP,"37,927.97",COP,Subió inversión
24/09/2024,Multinversion,Ahorros,"10,267.06",COP,"10,267.06",COP,Subió inversión
25/09/2024,Tarjeta crédito rappi,Facturas,-788.37,COP,-788.37,COP,Ajuste rappi card 4x1000
25/09/2024,Fiducuenta,Ahorros,"27,335.06",COP,"27,335.06",COP,Subió inversión
25/09/2024,Multinversion,Ahorros,"13,793.09",COP,"13,793.09",COP,Subió inversión
25/09/2024,Ualá,Casa,"-58,400",COP,"-58,400",COP,Cosas para la casa dollarcity
25/09/2024,Rappi cuenta,To 'Tarjeta crédito rappi',"-385,891.97",COP,"-385,891.97",COP,Pago tarjeta de crédito RappiCard
25/09/2024,Rappi cuenta,To 'Ualá',"-58,400",COP,"-58,400",COP,Transferencia a ualá
25/09/2024,Tarjeta crédito rappi,From 'Rappi cuenta',"385,891.97",COP,"385,891.97",COP,Pago tarjeta de crédito RappiCard
25/09/2024,Ualá,From 'Rappi cuenta',"58,400",COP,"58,400",COP,Transferencia a ualá
26/09/2024,Fiducuenta,Ahorros,"51,997.23",COP,"51,997.23",COP,Subió inversión
26/09/2024,Multinversion,Ahorros,"9,679.81",COP,"9,679.81",COP,Subió inversión
26/09/2024,Rappi cuenta,To 'ARQ',"-404,000",COP,"-404,000",COP,Transferencia a dolarapp
26/09/2024,ARQ,To 'eToro',"-407,969",COP,"-407,969",COP,Inversión eToro
26/09/2024,ARQ,From 'Rappi cuenta',"404,000",COP,"404,000",COP,Transferencia a dolarapp
26/09/2024,eToro,From 'ARQ',"407,969",COP,"407,969",COP,Inversión eToro
27/09/2024,Fiducuenta,Ahorros,"34,825.94",COP,"34,825.94",COP,Subió inversión
27/09/2024,Multinversion,Ahorros,"8,079.56",COP,"8,079.56",COP,Subió inversión
27/09/2024,Ualá,Regalos,"-100,000",COP,"-100,000",COP,Ayuda papá leidy
27/09/2024,Tarjeta crédito rappi,Restaurante,"-28,504",COP,"-28,504",COP,Chuzo de cerdo para mamá de comidas rápidas juanjo
27/09/2024,Tarjeta crédito rappi,Restaurante,"-16,730",COP,"-16,730",COP,Chuzo de pollo mandy papas
27/09/2024,Rappi cuenta,To 'Ualá',"-100,000",COP,"-100,000",COP,Transferencia a ualá
27/09/2024,Ualá,From 'Rappi cuenta',"100,000",COP,"100,000",COP,Transferencia a ualá
28/09/2024,Bancolombia,Casa,"-210,000",COP,"-210,000",COP,Gafas mamá
28/09/2024,Bancolombia,Facturas,-840,COP,-840,COP,Impuesto 4x1000 por gafas mamá
28/09/2024,Tarjeta crédito rappi,Comida,"-55,900",COP,"-55,900",COP,"Gaseosa, huevos, leche quesito éxito niquia"
28/09/2024,Bancolombia,Casa,"-93,847",COP,"-93,847",COP,Cosas para la casa éxito bello
28/09/2024,Bancolombia,Facturas,-375.39,COP,-375.39,COP,Impuesto 4x1000 cosas para la casa éxito bello
28/09/2024,Tarjeta crédito rappi,Restaurante,"-18,600",COP,"-18,600",COP,Bandeja de pollo asado para mamá y para mi
30/09/2024,Fiducuenta,Ahorros,"103,916.43",COP,"103,916.43",COP,Subió inversión
30/09/2024,Multinversion,Ahorros,"13,569.14",COP,"13,569.14",COP,Subió inversión
30/09/2024,Rappi cuenta,Salario,"12,630,750",COP,"12,630,750",COP,Pago nomina nearsure
30/09/2024,Rappi cuenta,To 'Tarjeta crédito rappi',"-119,734",COP,"-119,734",COP,Pago tarjeta de crédito RappiCard
30/09/2024,Rappi cuenta,To 'Bancolombia',"-500,000",COP,"-500,000",COP,Transferencia a cuenta ahorros bancolombia
30/09/2024,Bancolombia,To 'Fiducuenta',"-500,000",COP,"-500,000",COP,Transferencia a fiducuenta
30/09/2024,Rappi cuenta,To 'Cuenta leidy bancolombia prestamos',"-480,000",COP,"-480,000",COP,Transferencia a cuenta leidy por primer procedimiento odontologico para mi mamá
30/09/2024,Tarjeta crédito rappi,From 'Rappi cuenta',"119,734",COP,"119,734",COP,Pago tarjeta de crédito RappiCard
30/09/2024,Bancolombia,From 'Rappi cuenta',"500,000",COP,"500,000",COP,Transferencia a cuenta ahorros bancolombia
30/09/2024,Fiducuenta,From 'Bancolombia',"500,000",COP,"500,000",COP,Transferencia a fiducuenta
30/09/2024,Cuenta leidy bancolombia prestamos,From 'Rappi cuenta',"480,000",COP,"480,000",COP,Transferencia a cuenta leidy por primer procedimiento odontologico para mi mamá
01/10/2024,Fiducuenta,Ahorros,"41,345.91",COP,"41,345.91",COP,Subió inversión
01/10/2024,Multinversion,Ahorros,"23,837.73",COP,"23,837.73",COP,Subió inversión
01/10/2024,Tarjeta crédito rappi,Salud,"-60,900",COP,"-60,900",COP,Emi mamá
01/10/2024,Tarjeta crédito rappi,Celulares,"-38,300",COP,"-38,300",COP,Claro datos celular mamá
01/10/2024,Tarjeta crédito rappi,Celulares,"-37,000",COP,"-37,000",COP,Claro datos celular mío
02/10/2024,Fiducuenta,Ahorros,"64,135.22",COP,"64,135.22",COP,Subió inversión
02/10/2024,Multinversion,Ahorros,"9,263.09",COP,"9,263.09",COP,Subió inversión
02/10/2024,Bancolombia,Comida,"-49,858",COP,"-49,858",COP,Cosas para la casa mercado or
02/10/2024,Bancolombia,Facturas,-199.44,COP,-199.44,COP,Impuesto 4x1000 cosas para la casa mercado or
03/10/2024,Fiducuenta,Ahorros,"21,525.1",COP,"21,525.1",COP,Subió inversión
03/10/2024,Multinversion,Salario,"1,468,000",COP,"1,468,000",COP,Aporte nomina nearsure
03/10/2024,Multinversion,Ahorros,"17,147.01",COP,"17,147.01",COP,Subió inversión
03/10/2024,Cuenta leidy bancolombia prestamos,Higiene,"-480,000",COP,"-480,000",COP,Exodoncia mamá
03/10/2024,Rappi cuenta,To 'Tarjeta crédito rappi',"-136,200",COP,"-136,200",COP,Pago tarjeta de crédito RappiCard
03/10/2024,Tarjeta crédito rappi,From 'Rappi cuenta',"136,200",COP,"136,200",COP,Pago tarjeta de crédito RappiCard
04/10/2024,Fiducuenta,Ahorros,"4,494.83",COP,"4,494.83",COP,Subió inversión
04/10/2024,Multinversion,Ahorros,"1,036.28",COP,"1,036.28",COP,Subió inversión
04/10/2024,Tarjeta crédito rappi,Restaurante,"-17,500",COP,"-17,500",COP,Almuerzo casero carne molida para mamá
04/10/2024,Tarjeta crédito rappi,Comida,"-63,900",COP,"-63,900",COP,Helados vainilla y mandarina del éxito niquia para mamá
04/10/2024,Tarjeta crédito rappi,Casa,"-108,938",COP,"-108,938",COP,Claro hogar
04/10/2024,Tarjeta crédito rappi,Casa,"-139,000",COP,"-139,000",COP,Cosas dollarcity de navidad para mamá
04/10/2024,Tarjeta crédito rappi,Restaurante,"-12,600",COP,"-12,600",COP,Lasagna de carne La gustosita para mamá
04/10/2024,Tarjeta crédito rappi,Restaurante,"-33,850",COP,"-33,850",COP,Capira papas rancheras
05/10/2024,Tarjeta crédito rappi,Casa,"-92,420",COP,"-92,420",COP,Cosas para la casa éxito niquia
05/10/2024,Tarjeta crédito rappi,Restaurante,"-18,600",COP,"-18,600",COP,Almuerzo bandeja de pollo asado para mamá
06/10/2024,Tarjeta crédito rappi,Taxi,"-27,000",COP,"-27,000",COP,Uber de casa a casa leidy y contenedores envigado
06/10/2024,Tarjeta crédito rappi,Restaurante,"-137,120",COP,"-137,120",COP,Almuerzo lavocaderia contenedores envigado
06/10/2024,Tarjeta crédito rappi,Taxi,"-5,500",COP,"-5,500",COP,Didi de contenedores a viva envigado
06/10/2024,Tarjeta crédito rappi,Cosméticos y belleza,"-47,920",COP,"-47,920",COP,Maquillaje leidy CC viva envigado
06/10/2024,Tarjeta crédito rappi,Comida,"-29,460",COP,"-29,460",COP,Desodorante y gaseosa éxito CC viva envigado
06/10/2024,Tarjeta crédito rappi,Comida,"-19,300",COP,"-19,300",COP,Pan chocolate la migueria CC viva envigado
06/10/2024,Tarjeta crédito rappi,Taxi,"-29,920",COP,"-29,920",COP,Uber de CC viva envigado a casa leidy y mi casa
06/10/2024,Ualá,Restaurante,"-45,000",COP,"-45,000",COP,Ayuda leidy empanadas y gaseosas en CC viva envigado
06/10/2024,Rappi cuenta,To 'Ualá',"-45,000",COP,"-45,000",COP,Transferencia a ualá
06/10/2024,Ualá,From 'Rappi cuenta',"45,000",COP,"45,000",COP,Transferencia a ualá
07/10/2024,Fiducuenta,Ahorros,"96,578.07",COP,"96,578.07",COP,Subió inversión
07/10/2024,Multinversion,Ahorros,"26,323.52",COP,"26,323.52",COP,Subió inversión
08/10/2024,Rappi cuenta,Casa,"-518,426",COP,"-518,426",COP,Factura epm y reparación de equipos
08/10/2024,Fiducuenta,Ahorros,"33,362.85",COP,"33,362.85",COP,Subió inversión
08/10/2024,Multinversion,Ahorros,"6,771.26",COP,"6,771.26",COP,Subió inversión
08/10/2024,Rappi cuenta,To 'Tarjeta crédito rappi',"-783,028",COP,"-783,028",COP,Pago tarjeta de crédito RappiCard
08/10/2024,Tarjeta crédito rappi,From 'Rappi cuenta',"783,028",COP,"783,028",COP,Pago tarjeta de crédito RappiCard
09/10/2024,Fiducuenta,Ahorros,"54,618.34",COP,"54,618.34",COP,Subió inversión
09/10/2024,Rappi cuenta,To 'Cuenta leidy bancolombia prestamos',"-300,000",COP,"-300,000",COP,Transferencia a cuenta leidy por primer procedimiento odontologico para mi mamá
09/10/2024,Cuenta leidy bancolombia prestamos,From 'Rappi cuenta',"300,000",COP,"300,000",COP,Transferencia a cuenta leidy por primer procedimiento odontologico para mi mamá
10/10/2024,Tarjeta crédito rappi,Comida,"-40,840",COP,"-40,840",COP,"Huevos, leche y quesito éxito niquia"
10/10/2024,Fiducuenta,Ahorros,"26,275.72",COP,"26,275.72",COP,Subió inversión
10/10/2024,Multinversion,Ahorros,"2,936.29",COP,"2,936.29",COP,Subió inversión
10/10/2024,Ualá,Comida,"-145,795",COP,"-145,795",COP,Carne mercado or
10/10/2024,Cuenta leidy bancolombia prestamos,Higiene,"-240,000",COP,"-240,000",COP,Exodoncia mamá
10/10/2024,Ualá,Comida,"-75,412",COP,"-75,412",COP,Cosas para la casa mercado or
10/10/2024,Tarjeta crédito rappi,Restaurante,"-12,935",COP,"-12,935",COP,Flautas señor taco CC fabricato
10/10/2024,Rappi cuenta,To 'Tarjeta crédito rappi',"-518,426",COP,"-518,426",COP,Pago tarjeta de crédito RappiCard
10/10/2024,Rappi cuenta,To 'Ualá',"-145,795",COP,"-145,795",COP,Transferencia a ualá
10/10/2024,Rappi cuenta,To 'Ualá',"-75,412",COP,"-75,412",COP,Transferencia a ualá
10/10/2024,Tarjeta crédito rappi,From 'Rappi cuenta',"518,426",COP,"518,426",COP,Pago tarjeta de crédito RappiCard
10/10/2024,Ualá,From 'Rappi cuenta',"145,795",COP,"145,795",COP,Transferencia a ualá
10/10/2024,Ualá,From 'Rappi cuenta',"75,412",COP,"75,412",COP,Transferencia a ualá
11/10/2024,Fiducuenta,Ahorros,"3,113.12",COP,"3,113.12",COP,Subió inversión
11/10/2024,Multinversion,Ahorros,"7,639.92",COP,"7,639.92",COP,Subió inversión
11/10/2024,Tarjeta crédito rappi,Comida,"-25,200",COP,"-25,200",COP,Helado popsy vainilla éxito niquia
11/10/2024,Tarjeta crédito rappi,Restaurante,"-12,000",COP,"-12,000",COP,Almuerzo casero
11/10/2024,Rappi cuenta,To 'ARQ',"-206,150",COP,"-206,150",COP,Transferencia a dolarapp
11/10/2024,ARQ,To 'eToro',"-206,150",COP,"-206,150",COP,Inversión eToro
11/10/2024,Rappi cuenta,To 'Nequi',"-24,000",COP,"-24,000",COP,Transferencia a nequi disponible
11/10/2024,ARQ,From 'Rappi cuenta',"206,150",COP,"206,150",COP,Transferencia a dolarapp
11/10/2024,eToro,From 'ARQ',"206,150",COP,"206,150",COP,Inversión eToro
11/10/2024,Nequi,From 'Rappi cuenta',"24,000",COP,"24,000",COP,Transferencia a nequi disponible
12/10/2024,Tarjeta crédito rappi,Tecnología y Plataformas digitales,"-26,900",COP,"-26,900",COP,Netflix
12/10/2024,Tarjeta crédito rappi,Facturas,-152.54,COP,-152.54,COP,Ajuste rappi card 4x1000
12/10/2024,Tarjeta crédito rappi,Restaurante,"-22,600",COP,"-22,600",COP,Otra vez pollo combo plus de frisby para mi mamá por el anterior que se robaron
12/10/2024,Bancolombia,Transporte,"-10,000",COP,"-10,000",COP,Recarga cívica
12/10/2024,Bancolombia,Facturas,-40,COP,-40,COP,Impuesto 4x1000 recarga cívica
12/10/2024,Tarjeta crédito rappi,Restaurante,"-96,450",COP,"-96,450",COP,Almuerzo crepps and waffles CC mayorca
12/10/2024,Tarjeta crédito rappi,Mascotas,"-44,900",COP,"-44,900",COP,Peluche para Sam yoi CC mayorca
12/10/2024,Tarjeta crédito rappi,Cosméticos y belleza,"-72,501",COP,"-72,501",COP,Maquillaje leidy CC mayorca
12/10/2024,Tarjeta crédito rappi,Casa,"-55,560",COP,"-55,560",COP,Salchicha ranchera zenu y yogo yogos éxito CC mayorca
12/10/2024,Tarjeta crédito rappi,Casa,"-169,850",COP,"-169,850",COP,Cosas de navidad home sentry para mamá CC mayorca
12/10/2024,Tarjeta crédito rappi,Regalos,"-21,500",COP,"-21,500",COP,Cosas cumpleaños mamá de leidy y dulces dollarcity CC mayorca
12/10/2024,Tarjeta crédito rappi,Restaurante,"-40,700",COP,"-40,700",COP,Hamburguesas fristodonte y frisnacks CC mayorca
12/10/2024,Tarjeta crédito rappi,Taxi,"-35,700",COP,"-35,700",COP,Didi de CC mayorca a mi casa
13/10/2024,Tarjeta crédito rappi,Restaurante,"-10,950",COP,"-10,950",COP,Almuerzo bowl arroz con carne molida para mamá
13/10/2024,Tarjeta crédito rappi,Cine,"-40,000",COP,"-40,000",COP,Boletas película joker 2 procinal CC fabricato
13/10/2024,Tarjeta crédito rappi,Cine,"-64,800",COP,"-64,800",COP,Comida procinal CC fabricato película joker 2
13/10/2024,Tarjeta crédito rappi,Comida,"-19,880",COP,"-19,880",COP,Papas y m&m éxito CC fabricato
13/10/2024,Tarjeta crédito rappi,Comida,"-16,400",COP,"-16,400",COP,Pan de queso la migueria CC fabricato
13/10/2024,Tarjeta crédito rappi,Casa,"-120,400",COP,"-120,400",COP,"Dulces, gorro y guantes navidad para theo, y cosas de navidad para mamá dollarcity CC fabricato"
13/10/2024,Tarjeta crédito rappi,Taxi,"-10,300",COP,"-10,300",COP,Didi de CC fabricato a mi casa
13/10/2024,Tarjeta crédito rappi,Taxi,"-15,630",COP,"-15,630",COP,Uber de casa a casa leidy
13/10/2024,Tarjeta crédito rappi,Restaurante,"-10,415",COP,"-10,415",COP,Salchipapas mandingas con gaseosa pequeña
13/10/2024,Bancolombia,Facturas,"-7,095",COP,"-7,095",COP,Cuota manejo tarjeta débito
13/10/2024,Bancolombia,Facturas,-28.38,COP,-28.38,COP,Impuesto 4x1000 cuota manejo de tarjeta débito
14/10/2024,Tarjeta crédito rappi,Restaurante,"-18,600",COP,"-18,600",COP,Bandeja de pollo asado para mamá y para mi
14/10/2024,Tarjeta crédito rappi,Tecnología y Plataformas digitales,"-21,400",COP,"-21,400",COP,Spotify
14/10/2024,Ualá,Regalos,"-25,000",COP,"-25,000",COP,Ayuda leidy salida de sofi
14/10/2024,Rappi cuenta,To 'Ualá',"-25,000",COP,"-25,000",COP,Transferencia a ualá
14/10/2024,Ualá,From 'Rappi cuenta',"25,000",COP,"25,000",COP,Transferencia a ualá
15/10/2024,Fiducuenta,Ahorros,"141,233.13",COP,"141,233.13",COP,Subió inversión
15/10/2024,Multinversion,Ahorros,"32,282.87",COP,"32,282.87",COP,Subió inversión
15/10/2024,Tarjeta crédito rappi,Facturas,"-1,757",COP,"-1,757",COP,Ajuste rappi card 4x1000
15/10/2024,Tarjeta crédito rappi,Taxi,"-11,600",COP,"-11,600",COP,Didi de casa leidy a CC fabricato
15/10/2024,Tarjeta crédito rappi,Comida,"-20,500",COP,"-20,500",COP,Bebidas y galletas zeus dollarcity CC fabricato
15/10/2024,Tarjeta crédito rappi,Restaurante,"-180,059",COP,"-180,059",COP,Ilforno cena mamá leidy
15/10/2024,Tarjeta crédito rappi,Taxi,"-11,000",COP,"-11,000",COP,Didi de CC fabricato a casa leidy
15/10/2024,Tarjeta crédito rappi,Taxi,"-8,040",COP,"-8,040",COP,Uber de CC fabricato a mi casa
16/10/2024,Fiducuenta,Ahorros,"117,001.74",COP,"117,001.74",COP,Subió inversión
16/10/2024,Multinversion,Ahorros,"27,133.42",COP,"27,133.42",COP,Subió inversión
17/10/2024,Fiducuenta,Facturas,"-8,159.15",COP,"-8,159.15",COP,Bajó inversión
17/10/2024,Multinversion,Ahorros,"2,842.52",COP,"2,842.52",COP,Subió inversión
17/10/2024,Ualá,Casa,"-175,000",COP,"-175,000",COP,Funeraria
17/10/2024,Tarjeta crédito rappi,Restaurante,"-13,125",COP,"-13,125",COP,Almuerzo casero carne molida para mamá
17/10/2024,Rappi cuenta,To 'Tarjeta crédito rappi',"-741,093.54",COP,"-741,093.54",COP,Pago tarjeta de crédito RappiCard
17/10/2024,Rappi cuenta,To 'Ualá',"-175,000",COP,"-175,000",COP,Transferencia a ualá
17/10/2024,Tarjeta crédito rappi,From 'Rappi cuenta',"741,093.54",COP,"741,093.54",COP,Pago tarjeta de crédito RappiCard
17/10/2024,Ualá,From 'Rappi cuenta',"175,000",COP,"175,000",COP,Transferencia a ualá
18/10/2024,Ualá,Comida,"-219,093",COP,"-219,093",COP,Cosas para la casa mercado or
18/10/2024,Fiducuenta,Ahorros,"28,661.57",COP,"28,661.57",COP,Subió inversión
18/10/2024,Multinversion,Ahorros,"13,793.08",COP,"13,793.08",COP,Subió inversión
18/10/2024,Tarjeta crédito rappi,Comida,"-54,710",COP,"-54,710",COP,"Huevos, leche, yogurt y gaseosa éxito niquia"
18/10/2024,Tarjeta crédito rappi,Restaurante,"-12,000",COP,"-12,000",COP,Almuerzo casero
18/10/2024,Tarjeta crédito rappi,Tecnología y Plataformas digitales,"-34,900",COP,"-34,900",COP,Disney+
18/10/2024,Rappi cuenta,To 'Ualá',"-219,093",COP,"-219,093",COP,Transferencia a ualá
18/10/2024,Ualá,From 'Rappi cuenta',"219,093",COP,"219,093",COP,Transferencia a ualá
19/10/2024,Tarjeta crédito rappi,Restaurante,"-18,600",COP,"-18,600",COP,Almuerzo casero medio pollo para mamá
19/10/2024,Tarjeta crédito rappi,Taxi,"-12,310",COP,"-12,310",COP,Uber de casa a casa leidy
19/10/2024,Tarjeta crédito rappi,Comida,"-57,100",COP,"-57,100",COP,Mecato y cervezas tienda casa de leidy
19/10/2024,Tarjeta crédito rappi,Comida,"-41,687",COP,"-41,687",COP,Yogures y cositas para Samantha
19/10/2024,Tarjeta crédito rappi,Restaurante,"-35,600",COP,"-35,600",COP,Sandwich qbano mamá y hermano de leidy
19/10/2024,Rappi cuenta,Casa,"-100,000",COP,"-100,000",COP,Retiro efectivo con nequi de leidy
19/10/2024,Tarjeta crédito rappi,Taxi,"-16,000",COP,"-16,000",COP,Didi de casa leidy a mi casa
20/10/2024,Tarjeta crédito rappi,Taxi,"-15,100",COP,"-15,100",COP,Didi de casa leidy a CC fabricato
20/10/2024,Tarjeta crédito rappi,Restaurante,"-124,119",COP,"-124,119",COP,Milagros CC fabricato
20/10/2024,Tarjeta crédito rappi,Mascotas,"-52,700",COP,"-52,700",COP,Juguetes y galletas de pollo para Sam
20/10/2024,Tarjeta crédito rappi,Salud,"-19,900",COP,"-19,900",COP,Almohada para cólicos yoi CC fabricato
20/10/2024,Tarjeta crédito rappi,Casa,"-44,000",COP,"-44,000",COP,Cosas de navidad y dulces dollarcity CC fabricato
20/10/2024,Tarjeta crédito rappi,Restaurante,"-19,900",COP,"-19,900",COP,Combo alitas picantes KFC
20/10/2024,Tarjeta crédito rappi,Taxi,"-14,500",COP,"-14,500",COP,Didi de CC fabricato a casa leidy
21/10/2024,Tarjeta crédito rappi,Tecnología y Plataformas digitales,"-18,900",COP,"-18,900",COP,Didi Club
21/10/2024,Fiducuenta,Ahorros,"111,101.46",COP,"111,101.46",COP,Subió inversión
21/10/2024,Multinversion,Ahorros,"29,443.88",COP,"29,443.88",COP,Subió inversión
